,Text
425,"Máy màn hình ok , cấu hình CPU khoẻ"
426,"Máy dùng tốt, hình ảnh sắc nét, cấu hình mạnh"
427,"Chất lượng sản phẩm tốt, đồ hoạ sắc nét"
430,Máy này ở Cần Thơ còn không ạ !!
433,"Máy đẹp, bàn phím êm, màn hình oled nên rõ nét Sẽ trải nghiệm từ từ"
434,"Dạ em chào anh, mình cần hỗ trợ chi tiết gì về sản phẩm nào ạ, để em hỗ trợ cho anh. Mong nhận phản hồi của anh"
448,Máy dùng tốt
449,"Mô tả Hỗ trợ thêm 1 khe cắm HDD có vẻ như chưa đúng. Vì nếu nói là khe cắm chỉ chỉ việc gắn ổ cứng vào thôi. Nhưng thực thế ko có khe cũng không có chân jack cắm nào cả, chi có 1 khoang trống vừa ổ cứng 2.5inch,nếu muốn gắn phải mua thêm cáp nha mọi người. 5* cho đmx tgdđ. Nhưng 3* cho Lenovo vì làm khó người dùng trong khoản này. 1 khoang ổ 2.5 O khe gắn cáp. P/s:đang tìm đỏ mắt mà chưa thấy đâu có bán cáp.kkk"
451,"Chào chị, dạ cảm ơn chị đã quan tâm sản phẩm bên em ạ "
453,Hàng sài tới ngày hôm nay thấy ổn
454,"sử dụng trước mắt thấy máy êm, truy cập nhanh, mọi thao tác trên máy ổn. Tuy nhiên màn hình xài bị loá mắt, hơi khó chịu"
457,Laptop đẹp. Dùng nhanh
458,"Kỹ thuật viên hay rả vẻ quá, nhờ cài lại win 10 thì bảo win 11 tốt hơn. Nhờ cài office 2019 thì gần 2 tiếng ko cài được"
460,Màn hình thấy màu sắc không được đẹp lắm còn lại loa ổn....
461,Sản phẩm dùng tốt giá cả vừa với học sinh sinh viên
462,"Mẫu máy rất đẹp, máy rất nhạy, hình ảnh âm thanh rất tốt, nhân viên của hàng tư vấn rất nhiệt tình, lịch sự và dễ thương, cảm ơn các bạn ⭕🙏"
464,Bác cho em xin review thời lượng của pin với ạ. Em cảm ơn!
466,Với giá này sài vậy là ok rồi
467,Dùng khá ổn
469,Máy sử dụng ổn với mức giá này. Có 1 lỗi thường xuyên xảy ra là hay bị mất kết nối wifi
470,Mua đùng đợt giame giá có hơn 10tr7. Giá quá ổn! Máy khoẻ
471,Sản phẩm ok
472,Không phải là hỗ trợ
475,"Tot , dang sử dung ổn"
477,Chơi game ổn với tầm giá phục vụ được mục đích học tập cơ bản
478,Mới mua nên dùng rất mượt
479,Mới dùng được hơn 2 tháng đã hỏng main phải mang bảo hành
481,nhân viên tư vấn rất nhiệt tình
482,"Hiện tại  thấy rất ok,"
483,Sản phẩm đến hỏi chậm
484,"Pin nhanh hết,không đủ cho bé học online một buổi !
Chỉ được khoảnh 2h là đã phải xạc !"
487,Vừa dùng thấy ok kb sau này sẽ ntn
493,Máy nhỏ nhẹ xài êm nên mua mình là giáo viên xài may này ok
495,"Nhân viên phục vụ nhiệt tình, tư vấn nhẹ nhàng."
497,Trần anh cao Lộc phục vụ khách rất tốt
499,"Nhân viên phục vụ rất nhiệt tình, luôn tin tưởng và mua hàng ở điện máy xanh"
502,Sài rất ok ạ
503,"Máy kiểu dáng thanh mảnh nhẹ nhàng, dùng rất ổn. Nhân viên phục vụ nhiệt tình, chu đáo!"
505,Mình dùng thấy ổn lắm
510,"Sản phẩm hiện tại tốt, sử dụng pin tầm 3 h, nhân viên tư vấn nhiệt tình"
511,Hiện tại máy bị lỗi màn hình mình đã gửi xuống công ty bảo hành
513,"Hiện tại thì ổn, chưa có vấn đề gì xảy ra. Hi vọng sau này cũng vậy"
514,"Sản phẩm rất chất lượng, và bền ạ"
515,Tuyệt vời.Ann Bình hỗ trợ và tue vấn nhiệt tình ạ.
518,"Nhân viên phục vụ chu đáo, tận tình, chuyên nghiệp."
519,OK hài lòng
520,"Đau đầu về sản phẩm này, nay sửa mai sửa giờ vẫn chưa ổn"
521,Tôi hài lòng về cách tư vấn bán hàng ở đây
522,b ơi bảo hành xong rồi máy có gặp vđe gì nữa ko ạ?
525,Chào chị.Dạ không biết bên em có thể giúp được gì cho chị không ạ? 
535,Chuyển tiếng việt cho win 11home SL có phải mang ra cửa hàng không ạ. chứ tiếng Anh dùng khó quá
536,"Trải nghiệm thật sự tệ. Trong 1 tuần mà bung bàn phím đến 2 lần trong khi mình dùng rất nhẹ nhàng, chỉ đánh văn bản,không tác động lực mạnh. Nói với nhân viên thì nhân viên bảo đây không phải lỗi của nhà SX. Lỗi của loa thì vẫn chưa sửa được. Yêu cầu đổi máy nhân viên không đồng ý"
537,Nói chung dùng rất ok
538,Máy Không hổ trợ tiếng việt
540,"Chào chị, dạ cảm ơn chị đã quan tâm sản phẩm bên em ạ  "
541,Máy tốt thì khỏi bàn nhưng ac bên điện máy xanh siêu cute 10₫ 🤣
544,Sao thấy mn nua được tặng balo chuột với tai nghe mà e được mỗi balo nhỉ
545,Nhân viên thân thiện tv nhiệt tình
547,"Mới mua hôm qua, Cảm ơn bạn Ngọc quản lý ở TGDĐ số 2 đường Bùi Trọng Nghĩa, tổ 31 KP3A, phường Trảng Dài, BHĐN rất nhiều và các bạn nhân viên rất nhiệt tình."
548,"tôi đánh  trợ lý quản lý ở điện máy xanh  ở x.tân khánh hoà, H. Giang thành, tỉnh kiên giang rất hài lòng và nhiệt tình"
549,"Số tốt ,nhân viên phục vụ nhiệt tình ,vui vẻ"
550,Máy ngon đẳng cấp . Dùng em này thấy mình đẹp trai ra hi
552,Quá đẹp quá tốt
553,"Mới mua về được 4 ngày. Đang gõ văn bản rất bình thường, không hề dùng mạnh tay thì tự nhiên phím F bay lên . Nghe YouTube mà bật google meet lên thì tịt nhạc. Lúc nghe được lúc không"
556,Tốc độ truy cập tốt nhưng Pìn sử dụng chưa được lâu.
557,"Về chất lượng laptop, thấy ổn, chơi liên minh max setting ko giật lag, nhưng màn hình hơi tối, không được sáng cho lắm, hơi thất vọng.
Về anh giao laptop, giao nhanh và thân thiện, hỗ trợ nhiệt tình.
Về vấn đề quà tặng, bên mình đã đồng ý hoàn tiền vì không có sẵn chuột, sau 14 ngày đến lấy tiền thì lại ép buộc nhận chuột, trong khi đó mình đã tự mua chuột rồi. Không những thế còn giao sai loại chuột, mình lại phải nhờ giao lại, mặc dù được đổi lại và hỗ trợ nhiệt tình nhưng vẫn khá ức chế. 
Xin phép đánh giá 2 sao ạ"
558,Máy hay bị ngắt kết nối wifi
560,"Máy sử dụng rất ok.. cấu hình ổn, chạy mượt mà.."
562,Máy chạy rất mượn.
563,Máy đẹp sử dụng mượt . Cấu hình cao .Tôi rất hài lòng về sản phẩm
564,"Máy mua về dùng ko dc ưng về ko kết nối được máy in, cài lần 3 rồi mà vẫn chưa in dc"
565,"Mình mua lap online trên TGDD, hôm nhận hàng thì phát hiện ra là lap trưng bày, bị xước màn hình, bị hằn dấu băng keo 2 mặt do dán giấy quảng cáo. Mình vẫn chấp nhận sử dụng, được 2 hôm thì bị lỗi 1 bên loa k phát ra tiếng, nghi ngờ do cập nhật win 11 22h2 nên lỗi. Sau khi phát hiện ra lỗi thì mình có đem ra TGDD và được đổi máy mới. Nhân viên hỗ trợ rất nhiệt tình. Tuy nhiên mọi người mua hàng online cẩn thận kho hết hàng dễ giao máy trưng bày lắm. Hơn nữa sau khi ra bản win mới thì mọi người nên để  1 vài tháng hẵng cập nhật để ổn định hơn."
567,"SP tốt, phù hợp vs giá."
568,Ổn định trong tầm giá
573,Mới mua về 2 ngày ngày bị tịt 1 loa. Chán ko buồn nói. Không biết về sau bị lỗi gì nữa ko
576,"Nhân viên rất thân thiện , mưa còn mang dù che tới tận chỗ để xe của mình, mày xài tốt , nhân viên kỹ thuật nhiệt tình"
577,Tôi Mới dùng thử thấy rất OK
583,Sản phẩm xài êm
584,Sài ổn so với tầm giá
585,"Đợt này máy giảm mạnh nên mua về, sau 10 ngày sử dụng đánh giá máy quá tốt trong tầm giá, nhược điểm là màn hình ko được đẹp lắm, win 11 cài sẵn trong máy nhưng dùng hơi lag. Mình đem cài lại win 10 và nâng thanh ram 16GB nữa là 24GB RAM mượt thôi rồi luôn. Pin cũng khá trâu nữa."
587,Hàng về dùng rất tốt. Chất lượng phục vụ tốt
591,Rất oki nha
596,Tuyệt vời trong tầm giá
598,"Đẹp, ngon, bổ"
600,"Khong thể chấp nhận được, bỏ ra một số tiền để mua một con lap chất lượng mà hậu mãi của TGDD đúng là số một"
601,Cảm ơn quý khách đã tin yêu và sử dụng sản phẩm và dịch vụ của DMX/TGDD  ạ
604,"chào anh, dạ cảm ơn anh đã quan tâm sản phẩm bên em ạ"
605,"Sử dụng vừa tầm với tầm giá, tác vụ nhẹ mượt mà"
608,Mây tốt tròng tầm giá
609,Máy ngon dùng ổn định
610,"Máy ổn, chạy mượt , độ sáng màn hình không cao."
611,"Vừa mua hôm qua không đc tặng cam,hôm nay đã đc tặng cam lại giảm thêm 100k,hàng điện tử giá ảo quá.Tiếc.Huhu"
613,BH bao lâu shop?
615,"Săn được giá rẻ..cấu hình tốt,,hàng TGDD thì khỏi lo chất lượng"
617,Cho mình hỏi máy này chơi được mấy game trên pc ko như Attack on titian với GT5 ko
619,Chào anh/chị. Dạ anh/chị. cần bên em hỗ trợ thông tin gì cho mình ạ. Mong nhận được phản hồi từ anh/chị.
620,Vì là chip AMD nên win 11 sẽ khá bóp hiệu năng. Khuyên mọi người dùng win 10 vẫn là tốt nhất
621,pin mau hết nhanh.
622,"Máy mượt, chơi game tốt"
627,Anh ơi anh chỉ em cách cân nhiệt đồn màu lại được kh ạ?
631,"Rất hài lòng về máy này. Duy chỉ đó màn hình không được tươi và hơi ngả vàng, phải cân nhiệt độ màu lại 1 chút.  Tuy nhiên điều này đã được biết trước khi quyết định chọn dòng laptop gaming"
633,Quá ngon trong tầm giá
636,"Làm thế nào để loa to lên vậy ạ , loa còn bé hơn cả điện thoại"
639,Em muốn mua 1 chiếc laptop để phục vụ cho việc chơi game tầm giá khoảng từ 15 đến 17 triệu thì em nên mua con nào ạ
643,"Máy dùng rất tốt, mượt mà. TGDD giao hàng nhanh chóng, mình đặt lúc 4h chiều 6h đã nhận được.
Máy nguyên seal nguyên kiện.
Nhân viên tư vấn tổng đài chăm sóc nhiệt tình, nhanh chóng và đầy đủ."
644,Sản phẩm Tốt
645,Nhân viên vui vẻ nhiệt tình
646,"Mới xài chưa quen nhưng thấy khá tốt , pin xài rất lâu"
647,"Đôi khi vẫn bị treo, gồm treo thanh TouchBar, cần khởi động lại"
648,"máy mượt, tất cả đều tốt"
655,Ổn định và phù hợp với công việc.
656,"Nhân viên tư vấn nhiệt tình, hỗ trợ tốt"
657,"Sp rất đẳng cấp và tuyệt vời, yêu Thế Giới Di Động!❤"
661,"Không biết do nguồn sạc yếu hay máy sử dụng nguồn nhiều mà vừa cắm sạc vừa sử dụng Pin vẫn tụt ,mọi người có bị vậy không ạ"
663,"Mtinh của mình win 11, khi máy trong trạng thái nghỉ không hoạt động 1 thời gian ngắn, phím ""cách"" phải gõ 2 lần mới sử dụng được? Và có cách nào khắc phục không ạ?"
666,"Máy cứ ghi là đang khởi động lại, chạy hoài vậy đó"
667,"Thiết kế nhỏ gọn rất dễ mang theo bên người, bàn phím sáng rất thích"
668,Máy vừa mua tại DMX dùng khoảng chưa được 30p đã bị tắt màn hình mở mãi không lên được
669,May moi nhanh nhay
670,"Giao hàng nhanh , tư vấn nhiệt tình"
671,"- Ngoại hình: Máy nhỏ gọn, đẹp, nhẹ, Thiết kế màn tràn viền, dễ mang theo khi di chuyển và làm việc chung Team. Ban đầu mới lấy máy về cũng bị tình trạng như nhiều bạn gặp phải, đó là Máy ngủ quên, bàn phím vẫn sáng, nhưng bật không lên màn hình. Mình nhấn giữ phím nguồn ép cho TẮT thì khởi động lại bt, từ đó hết bị.
- Cấu hình: Máy i3, card MH tích hợp, Ram 8G. Nói chung là tác vụ các ứng dụng VP thì mượt mà, chạy tốt. Mình chạy thử một số game offline khá nặng ( dung lượng cài đặt từ 4GB, đến 9GB ) thấy chạy ok, đôi khi nó giật nhẹ , đứng chuột khoảng 1 giây.
- Giải trí: Âm lượng Loa nghe nhạc nhỏ. Micro thu khá kém, được cái là Webcam ngon.
- Về Pin: Chạy được khoảng 3.5 Giờ cho tác vụ nhẹ. 2 Giờ nếu sử dụng tác vụ nặng.
- Tóm lại: Mọi thứ đều OK, Mình thấy chưa được hài lòng về việc Mở máy ra, vì màn hình và thân máy khi gập lại hít rất chặt, dải khuyết cắt vát để mở máy không bám , khi lùa ngón tay đẩy màn lên.
Nhu cầu cá nhân cũng thấp nên i3 đáp ứng được. Bạn nào khắt khe hơn nên sử dụng i5 hoặc i7 , có Card MH rời càng tốt. Mua để sử dụng lâu dài nên Lựa chọn ngay từ ban đầu cũng là điều cần cân nhắc.
Trên đây là một vài cảm nhận cá nhân đã mua máy và đang sử dụng hàng ngày.
Cũng có 1 thắc mắc, xin được tgdđ giải đáp: Đó là cổng USB-C của máy sử dụng sao ạ? Sử dụng được những chức năng gì với cổng C này? Xin cảm ơn!"
673,Sản phẩm này tốt
674,"Sau khi sử dụng máy được hơn 1 tuần mình thấy máy chạy khá ổn, chỉ có pin là nhanh hết quá."
676,"Mới mua nên xài cũng ổn chưa thấy lỗi, loa hơi nhỏ"
677,máy bị rò điện nhẹ khi sạc khắc phục sao ạ
679,"Tuyệt vời 👌❤️ . Máy mượt giá mềm, tư vấn nhiệt tình 👌"
680,máy khá ổn còn lúc mới mua về gặp xíu lỗi giờ khá ok chỉ là chuột lúc không ăn mấy nhấn hai ba lần mới được âm thanh không to lắm so với laptop cũ của minh cũng vừa nghe thôi pin không trâu  thiết kế thì đẹp khỏi phải bàn mà không biết sao mua laptop msi đưa balo hp hơi xấu nguyên hộp khui ra phải đưa balo của hp cho mình chứ T.T. anh nhân viên tư vấn ok mấy chị tiếp  viên lần mình đi có thái độ khá kì cục với khách
682,"Tuyệt, mỏng nhẹ. Pin ổn, màn đẹp. Phù hợp văn phòng.
Quạt hơi è è nếu dùng tác vụ nặng xíu."
683,"Máy chạy mượt mà, khởi động nhanh, không bị lag"
684,"Sản phẩm nhỏ gọn, sang, nhẹ, màn hình đẹp, loa máy khá nhỏ, pin trung bình 2-4h phù hợp làm việc văn phòng nhẹ nhàng và giải trí ở mức khá."
685,Tốt nên nua nha m.n
686,"Máy rất ổn ạ, pin mình dùng khoảng 3 tiếng, so với những con cùng mức giá khá là ổn ạ"
687,Cũng ổn nha mà pin hơi nhanh hết mà sạc cũng nhanh đầy loa tạm ổn máy nhỏ gọn nhẹ...
